fault_id,fault_timestamp,fault_code,fault_description,fault_category,network_type,equipment_type,location,severity,customer_impact,customers_affected,service_calls_generated,resolution_timestamp,resolution_time_hours,first_time_fix,technician_type_required,estimated_revenue_impact,priority_score
F000487,2025-08-28T14:55:02.381950,300.5,Low bandwidth utilization,Minor,COAX,Arris E6000,Aarhus North,Low,Minimal,28,3,2025-08-28T17:10:06.488855,2.25,False,General,1889.1967818876064,0.9732484215590554
F000488,2025-08-31T05:50:20.301964,400.1,Minor packet loss detected,Minor,FIBER,Cisco ASR9000,Aarhus North,Low,Minimal,1,0,2025-08-31T07:18:09.784903,1.46,False,General,66.35353829766807,0.7342992449658917
F000489,2025-09-03T22:00:55.236608,500.3,Minor packet loss detected,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,35,5,2025-09-04T01:32:57.929629,3.53,True,General,2905.6256433512867,0.7692152097951646
F000490,2025-08-11T21:33:13.122314,300.5,Minor packet loss detected,Minor,FIBER,Cisco ASR9000,Horsens,Low,Minimal,39,3,2025-08-12T00:42:45.009867,3.16,True,General,1920.0534530784396,0.30934819642560657
F000491,2025-07-28T07:56:16.918945,300.5,Routine maintenance alert,Minor,FIBER,Cisco ASR9000,Odense West,Low,Minimal,10,4,2025-07-28T09:44:30.576025,1.8,True,General,759.1870375558079,0.40972389629911254
F000492,2025-09-21T00:32:47.935156,200.2,Low bandwidth utilization,Minor,COAX,Cisco cBR-8,Copenhagen Central,Low,Minimal,47,1,2025-09-21T03:50:05.836001,3.29,False,General,2071.6795869768366,0.30034329728856624
F000493,2025-07-02T19:47:37.353580,500.3,Routine maintenance alert,Minor,COAX,Harmonic CableOS,Vejle,Low,Minimal,14,5,2025-07-02T21:07:31.798358,1.33,True,General,693.0846887192931,0.352244523000922
F000494,2025-08-09T12:25:28.721896,600.1,Temperature threshold exceeded,Major,COAX,Casa C100G,Horsens,Medium,Moderate,429,23,2025-08-09T14:25:35.345845,2.0,True,General,16488.842205721732,0.6075052160165266
F000495,2025-08-23T08:17:21.710723,200.2,Configuration drift,Minor,COAX,Casa C100G,Aalborg East,Low,Minimal,14,1,2025-08-23T10:00:11.542315,1.71,True,General,394.8449841745556,0.21501463029353265
F000496,2025-07-18T21:35:05.914061,700.2,Multiple customer complaints,Major,FIBER,Cisco ASR9000,Aalborg East,Medium,Moderate,198,11,2025-07-19T02:56:54.995508,5.36,False,General,16219.619104175126,0.7736751219576781
F000497,2025-08-17T01:30:16.169604,400.1,Minor packet loss detected,Minor,COAX,Cisco cBR-8,Horsens,Low,Minimal,32,1,2025-08-17T02:16:39.142437,0.77,True,General,696.5683112090792,0.7699247803571532
F000498,2025-07-06T15:53:59.246288,150.4,Multiple customer complaints,Major,COAX,Casa C100G,Vejle,Medium,Moderate,91,43,2025-07-07T03:27:53.199008,11.56,False,General,6438.2966017438275,0.42916717021354334
F000499,2025-07-27T10:28:26.716957,100.1,Minor packet loss detected,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,8,3,2025-07-27T13:01:02.948066,2.54,False,General,412.1513217360746,0.8117270517127395
F000500,2025-07-17T13:28:38.305601,100.1,Signal level deviation,Minor,FIBER,Nokia 7750,Horsens,Low,Minimal,45,2,2025-07-17T17:24:45.731136,3.94,False,General,2251.3188932381577,0.8613267123598002
F000501,2025-07-10T04:14:14.474906,400.1,Routine maintenance alert,Minor,FIBER,Nokia 7750,Kolding,Low,Minimal,11,5,2025-07-10T05:25:25.505225,1.19,True,General,735.7857220527014,0.6214732092988049
F000502,2025-09-05T05:09:19.200722,100.1,Signal level deviation,Minor,COAX,Arris E6000,Horsens,Low,Minimal,45,1,2025-09-05T06:15:07.042923,1.1,True,General,2467.5717794473917,0.15346391970733933
F000503,2025-08-05T17:59:34.661604,300.5,Low bandwidth utilization,Minor,FIBER,Nokia 7750,Horsens,Low,Minimal,5,1,2025-08-05T19:42:42.820967,1.72,False,General,324.4620811647329,0.41971838689672614
F000504,2025-07-12T10:40:20.397111,600.1,Power supply fluctuation,Major,COAX,Harmonic CableOS,Copenhagen Central,Medium,Moderate,92,14,2025-07-12T17:13:45.733554,6.56,True,General,2350.0367264291444,0.5146323956266623
F000505,2025-07-25T23:09:12.662555,100.1,Signal level deviation,Minor,FIBER,Nokia 7750,Horsens,Low,Minimal,29,0,2025-07-26T00:20:50.826886,1.19,True,General,899.2184504274298,0.8483626744305715
F000506,2025-08-14T20:00:20.704834,300.5,Minor packet loss detected,Minor,FIBER,Huawei MA5800,Kolding,Low,Minimal,23,3,2025-08-14T20:44:20.261859,0.73,True,General,370.6138009635835,0.9188612348292112
F000507,2025-07-03T20:21:02.281459,500.3,Minor packet loss detected,Minor,COAX,Arris E6000,Horsens,Low,Minimal,49,4,2025-07-03T23:20:10.541739,2.99,False,General,673.622403507874,0.694356724461556
F000508,2025-07-09T01:59:10.754914,600.1,Power supply fluctuation,Major,COAX,Harmonic CableOS,Horsens,Medium,Moderate,342,29,2025-07-09T12:29:24.845598,10.5,False,General,19939.61138661697,0.7379245063045412
F000509,2025-08-25T09:49:48.129283,816.1,Cable cut detected,Cable Fault,FIBER,Nokia 7750,Vejle,High,Severe,3181,410,2025-08-27T09:13:58.220040,47.4,False,Specialist,256009.6242385418,0.7924454255317985
F000510,2025-09-13T04:21:54.267777,500.3,Minor packet loss detected,Minor,COAX,Harmonic CableOS,Horsens,Low,Minimal,12,1,2025-09-13T05:04:00.960966,0.7,False,General,974.5191130650308,0.2374637445105217
F000511,2025-08-06T20:53:55.068833,200.2,Minor packet loss detected,Minor,FIBER,Huawei MA5800,Silkeborg,Low,Minimal,24,1,2025-08-06T22:48:29.786986,1.91,False,General,2235.8450803237856,0.6904370791721359
F000512,2025-09-18T10:28:53.120911,400.1,Configuration drift,Minor,COAX,Cisco cBR-8,Aalborg East,Low,Minimal,30,4,2025-09-18T12:21:57.565262,1.88,True,General,2986.466588188999,0.19237386035805326
F000513,2025-09-11T13:06:42.067575,700.2,Service degradation detected,Major,FIBER,Juniper MX960,Esbjerg South,Medium,Moderate,239,26,2025-09-11T19:08:02.179116,6.02,False,General,12634.82214402197,0.794303808081422
F000514,2025-08-26T01:11:41.379181,150.4,High error rate on interface,Major,COAX,Cisco cBR-8,Aarhus North,Medium,Moderate,311,34,2025-08-26T08:30:08.659480,7.31,True,General,8811.430679148643,0.6967009837955369
F000515,2025-09-02T20:00:18.381538,500.3,Configuration drift,Minor,FIBER,Cisco ASR9000,Copenhagen Central,Low,Minimal,25,4,2025-09-02T21:16:36.555206,1.27,True,General,1200.3213860151402,0.3720099162398428
F000516,2025-09-12T18:13:32.206457,300.5,Signal level deviation,Minor,COAX,Arris E6000,Odense West,Low,Minimal,2,1,2025-09-12T19:42:26.960479,1.48,False,General,24.90920226727016,0.613077211790919
F000517,2025-09-08T08:50:33.534002,900.1,High error rate on interface,Major,FIBER,Nokia 7750,Aarhus North,Medium,Moderate,341,27,2025-09-08T12:33:02.088988,3.71,False,General,21479.93329642048,0.4018374706322287
F000518,2025-07-16T17:30:46.045161,300.5,Configuration drift,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,17,2,2025-07-16T20:04:05.798259,2.56,False,General,1415.5230734772995,0.7744161245411947
F000519,2025-07-05T18:54:50.538724,200.2,Signal level deviation,Minor,COAX,Harmonic CableOS,Vejle,Low,Minimal,39,3,2025-07-05T20:20:49.192667,1.43,True,General,3187.2867019721457,0.2302597558050304
F000520,2025-09-16T05:06:02.399559,200.2,Signal level deviation,Minor,COAX,Cisco cBR-8,Esbjerg South,Low,Minimal,22,1,2025-09-16T08:37:37.050166,3.53,False,General,1502.354055840248,0.9345592151035567
F000521,2025-08-14T03:06:17.519516,200.2,Configuration drift,Minor,COAX,Harmonic CableOS,Odense West,Low,Minimal,15,3,2025-08-14T06:03:42.094372,2.96,True,General,1376.0240145519201,0.4358612235971253
F000522,2025-07-05T08:33:59.447388,400.1,Routine maintenance alert,Minor,FIBER,Juniper MX960,Esbjerg South,Low,Minimal,5,1,2025-07-05T09:38:55.011815,1.08,True,General,385.974545810697,0.8464809837770907
F000523,2025-07-11T08:17:53.794725,600.1,High error rate on interface,Major,FIBER,Cisco ASR9000,Aarhus North,Medium,Moderate,472,43,2025-07-11T19:49:50.495380,11.53,True,General,19314.162832656988,0.6387654852615093
F000524,2025-08-28T03:56:24.072818,900.1,Multiple customer complaints,Major,FIBER,Huawei MA5800,Copenhagen Central,Medium,Moderate,295,28,2025-08-28T12:57:29.611386,9.02,False,General,25944.584540255095,0.5905025951606488
F000525,2025-08-17T05:53:13.580944,500.3,Configuration drift,Minor,FIBER,Cisco ASR9000,Aalborg East,Low,Minimal,37,3,2025-08-17T08:50:15.203153,2.95,True,General,3325.736549545781,0.21413340264001773
F000526,2025-09-12T04:21:51.565796,300.5,Routine maintenance alert,Minor,COAX,Casa C100G,Roskilde,Low,Minimal,6,4,2025-09-12T06:30:56.360899,2.15,False,General,487.9005012385942,0.5510146696090662
F000527,2025-08-28T19:20:41.913377,400.1,Routine maintenance alert,Minor,COAX,Casa C100G,Aalborg East,Low,Minimal,46,2,2025-08-28T22:17:14.808271,2.94,False,General,2512.4941534738587,0.5176268257219027
F000528,2025-07-12T18:09:59.682911,814.2,Underground cable damage,Cable Fault,FIBER,Cisco ASR9000,Kolding,High,Severe,2537,229,2025-07-14T05:06:19.548888,34.94,False,Specialist,130571.16591103251,0.9887967893028502
F000529,2025-07-23T14:22:36.287289,300.5,Routine maintenance alert,Minor,COAX,Casa C100G,Roskilde,Low,Minimal,18,1,2025-07-23T16:37:12.658553,2.24,True,General,497.7185822871179,0.9903326137793791
F000530,2025-08-17T14:41:19.518744,100.1,Routine maintenance alert,Minor,FIBER,Cisco ASR9000,Odense West,Low,Minimal,14,3,2025-08-17T18:03:43.731615,3.37,True,General,361.6320387334852,0.2923731060700666
F000531,2025-09-09T12:38:48.670239,100.1,Signal level deviation,Minor,FIBER,Huawei MA5800,Esbjerg South,Low,Minimal,43,2,2025-09-09T13:38:06.021878,0.99,True,General,558.8401592646237,0.7929023515823408
F000532,2025-08-17T13:05:12.469226,300.5,Signal level deviation,Minor,COAX,Arris E6000,Roskilde,Low,Minimal,39,0,2025-08-17T14:11:49.498556,1.11,True,General,1081.3900854752542,0.30467213321747977
F000533,2025-08-25T22:28:04.385609,600.1,High error rate on interface,Major,COAX,Casa C100G,Vejle,Medium,Moderate,79,24,2025-08-26T02:17:09.700235,3.82,True,General,2987.1762377786654,0.6613774133408024
F000534,2025-07-23T01:09:54.157951,600.1,Power supply fluctuation,Major,FIBER,Nokia 7750,Esbjerg South,Medium,Moderate,139,16,2025-07-23T12:42:46.452856,11.55,False,General,1541.560618212249,0.46285573186206513
F000535,2025-07-11T07:41:05.814259,200.2,Low bandwidth utilization,Minor,FIBER,Huawei MA5800,Kolding,Low,Minimal,11,5,2025-07-11T09:31:25.864436,1.84,False,General,786.8296214719478,0.5925462835377401
F000536,2025-08-21T14:15:13.080954,400.1,Routine maintenance alert,Minor,FIBER,Juniper MX960,Esbjerg South,Low,Minimal,28,1,2025-08-21T17:38:55.440612,3.4,True,General,2340.111850190376,0.28449772661234735
F000537,2025-09-28T19:04:31.756591,900.1,High error rate on interface,Major,COAX,Cisco cBR-8,Esbjerg South,Medium,Moderate,292,45,2025-09-29T05:58:29.202996,10.9,True,General,20318.26882095497,0.7307262615141846
F000538,2025-09-13T11:02:21.716765,700.2,Multiple customer complaints,Major,FIBER,Nokia 7750,Copenhagen Central,Medium,Moderate,65,18,2025-09-13T20:34:30.132679,9.54,False,General,1334.4700619186706,0.767320461281114
F000539,2025-09-24T20:53:41.440366,100.1,Configuration drift,Minor,FIBER,Huawei MA5800,Odense West,Low,Minimal,31,0,2025-09-24T22:35:40.788655,1.7,True,General,1076.7898111155253,0.11089840911514372
F000540,2025-07-27T00:24:05.196010,812.3,Aerial cable fault,Cable Fault,FIBER,Huawei MA5800,Roskilde,High,Severe,1804,185,2025-07-28T19:35:22.153461,43.19,False,Specialist,172895.3605752263,0.775200380182113
F000541,2025-08-09T07:45:13.673345,100.1,Minor packet loss detected,Minor,FIBER,Juniper MX960,Silkeborg,Low,Minimal,48,1,2025-08-09T08:15:40.989756,0.51,True,General,3798.962882561156,0.9771896196203426
F000542,2025-08-26T09:42:20.113507,150.4,Temperature threshold exceeded,Major,FIBER,Huawei MA5800,Kolding,Medium,Moderate,260,17,2025-08-26T15:55:17.324417,6.22,False,General,8949.807693914781,0.6953316358815231
F000543,2025-07-23T00:12:05.314895,900.1,High error rate on interface,Major,COAX,Arris E6000,Silkeborg,Medium,Moderate,189,10,2025-07-23T07:55:41.969401,7.73,False,General,4104.223844009254,0.40669338774716973
F000544,2025-09-08T04:31:51.293429,150.4,Multiple customer complaints,Major,COAX,Cisco cBR-8,Aarhus North,Medium,Moderate,129,47,2025-09-08T14:21:07.376457,9.82,False,General,5792.892440552875,0.6830578199079999
F000545,2025-08-15T17:05:14.014903,150.4,Power supply fluctuation,Major,COAX,Harmonic CableOS,Vejle,Medium,Moderate,207,5,2025-08-16T01:51:42.683358,8.77,True,General,12693.126127764164,0.6452221839341633
F000546,2025-09-04T06:34:46.009815,300.5,Routine maintenance alert,Minor,COAX,Arris E6000,Kolding,Low,Minimal,17,2,2025-09-04T09:59:42.223747,3.42,False,General,812.8025099983721,0.6854009284268318
F000547,2025-07-20T14:59:22.441850,200.2,Low bandwidth utilization,Minor,FIBER,Nokia 7750,Aarhus North,Low,Minimal,37,0,2025-07-20T16:26:34.737582,1.45,False,General,3132.762664614721,0.3990110882955772
F000548,2025-08-24T19:51:43.310730,200.2,Configuration drift,Minor,FIBER,Cisco ASR9000,Vejle,Low,Minimal,23,2,2025-08-24T23:08:12.925929,3.27,True,General,2273.1132846441446,0.973923404111931
F000549,2025-08-23T21:32:04.707232,400.1,Signal level deviation,Minor,COAX,Arris E6000,Horsens,Low,Minimal,45,3,2025-08-23T22:48:23.590771,1.27,True,General,2798.477432537046,0.6583681023335077
F000550,2025-08-23T14:53:41.349902,200.2,Routine maintenance alert,Minor,FIBER,Huawei MA5800,Copenhagen Central,Low,Minimal,46,4,2025-08-23T17:15:44.284778,2.37,False,General,1980.8090280710085,0.36115529351351827
F000551,2025-07-15T09:54:43.292836,900.1,Power supply fluctuation,Major,COAX,Harmonic CableOS,Roskilde,Medium,Moderate,384,8,2025-07-15T13:20:10.821246,3.42,False,General,12337.614041028552,0.4957518710786554
F000552,2025-09-14T20:24:55.882964,300.5,Routine maintenance alert,Minor,FIBER,Nokia 7750,Vejle,Low,Minimal,47,1,2025-09-14T23:56:37.864430,3.53,True,General,4279.78410272649,0.5229494252121352
F000553,2025-08-11T21:18:38.632835,815.5,Cable cut detected,Cable Fault,COAX,Cisco cBR-8,Copenhagen Central,High,Severe,4829,179,2025-08-12T12:57:39.177363,15.65,True,Specialist,89882.33843943407,0.9778914997418189
F000554,2025-09-11T02:21:45.406151,300.5,Configuration drift,Minor,FIBER,Nokia 7750,Silkeborg,Low,Minimal,13,2,2025-09-11T04:13:40.336733,1.87,False,General,819.934197494884,0.11064763747753947
F000555,2025-07-05T15:26:17.304712,900.1,High error rate on interface,Major,COAX,Cisco cBR-8,Esbjerg South,Medium,Moderate,108,10,2025-07-05T23:32:18.984756,8.1,False,General,9385.112920321128,0.6672303808973348
F000556,2025-08-21T18:55:37.364530,100.1,Configuration drift,Minor,COAX,Arris E6000,Horsens,Low,Minimal,37,0,2025-08-21T22:26:51.399954,3.52,False,General,3573.019631518017,0.7384140840093271
F000557,2025-07-11T01:06:28.365839,900.1,Power supply fluctuation,Major,COAX,Harmonic CableOS,Aalborg East,Medium,Moderate,285,13,2025-07-11T09:45:37.603137,8.65,False,General,17003.43287418395,0.7976693844086963
F000558,2025-07-24T05:11:19.993865,200.2,Low bandwidth utilization,Minor,FIBER,Huawei MA5800,Roskilde,Low,Minimal,35,4,2025-07-24T06:40:19.263053,1.48,False,General,1623.5929946117778,0.6132154795944497
F000559,2025-09-02T07:10:02.129898,812.3,Underground cable damage,Cable Fault,FIBER,Huawei MA5800,Kolding,High,Severe,2258,332,2025-09-02T16:16:02.496319,9.1,False,Specialist,218358.1658193231,0.9939040917806348
F000560,2025-08-19T06:31:13.406392,700.2,High error rate on interface,Major,FIBER,Cisco ASR9000,Kolding,Medium,Moderate,240,40,2025-08-19T11:39:00.908441,5.13,False,General,22502.082595794367,0.5274447607630299
F000561,2025-08-03T05:25:54.421669,900.1,High error rate on interface,Major,COAX,Cisco cBR-8,Esbjerg South,Medium,Moderate,435,23,2025-08-03T11:23:51.218976,5.97,False,General,9370.726252586961,0.7192652189091455
F000562,2025-08-04T03:50:36.131239,400.1,Signal level deviation,Minor,COAX,Casa C100G,Horsens,Low,Minimal,28,4,2025-08-04T07:40:11.124074,3.83,False,General,1650.6176607246812,0.7595748262215919
F000563,2025-09-05T20:13:48.581238,400.1,Signal level deviation,Minor,COAX,Harmonic CableOS,Aarhus North,Low,Minimal,6,0,2025-09-05T20:54:40.245061,0.68,True,General,269.22767645845454,0.9136246064463109
F000564,2025-07-27T22:33:47.268202,400.1,Signal level deviation,Minor,COAX,Cisco cBR-8,Esbjerg South,Low,Minimal,22,5,2025-07-27T23:37:47.489256,1.07,False,General,1263.2474569719259,0.2436285755603148
F000565,2025-08-04T20:07:17.218719,200.2,Low bandwidth utilization,Minor,COAX,Casa C100G,Copenhagen Central,Low,Minimal,2,1,2025-08-04T21:41:22.870891,1.57,False,General,157.6441599479304,0.56860967766049
F000566,2025-08-25T17:27:18.700473,400.1,Minor packet loss detected,Minor,FIBER,Huawei MA5800,Kolding,Low,Minimal,39,3,2025-08-25T20:40:02.772573,3.21,True,General,727.2368060305815,0.23195184064121457
F000567,2025-09-24T08:22:47.123674,150.4,Temperature threshold exceeded,Major,COAX,Casa C100G,Esbjerg South,Medium,Moderate,156,46,2025-09-24T10:42:24.908181,2.33,False,General,15299.103577744869,0.6956948919773117
F000568,2025-08-08T01:51:07.861219,700.2,Service degradation detected,Major,COAX,Cisco cBR-8,Horsens,Medium,Moderate,209,33,2025-08-08T10:11:56.215745,8.35,False,General,3791.3256968034734,0.45138479090762607
F000569,2025-07-23T16:04:48.024878,814.2,Aerial cable fault,Cable Fault,COAX,Arris E6000,Copenhagen Central,High,Severe,2583,347,2025-07-24T23:22:51.333336,31.3,False,Specialist,107430.96552707952,0.8733837855145166
F000570,2025-09-17T07:17:57.109717,300.5,Configuration drift,Minor,COAX,Harmonic CableOS,Esbjerg South,Low,Minimal,25,0,2025-09-17T08:58:54.354035,1.68,False,General,907.9551149575647,0.22774784430404285
F000571,2025-07-27T07:55:14.641542,500.3,Configuration drift,Minor,FIBER,Huawei MA5800,Aarhus North,Low,Minimal,1,0,2025-07-27T11:01:17.940390,3.1,True,General,32.368420964729665,0.31129355402322584
F000572,2025-08-06T02:04:40.242983,200.2,Minor packet loss detected,Minor,FIBER,Huawei MA5800,Roskilde,Low,Minimal,46,1,2025-08-06T02:46:34.971377,0.7,True,General,1752.3462038322039,0.399594704014657
F000573,2025-07-02T14:50:33.723770,700.2,Service degradation detected,Major,FIBER,Huawei MA5800,Copenhagen Central,Medium,Moderate,334,26,2025-07-03T01:55:57.808941,11.09,True,General,14308.37046557572,0.5060179053528172
F000574,2025-08-23T22:28:36.214481,400.1,Configuration drift,Minor,FIBER,Huawei MA5800,Odense West,Low,Minimal,23,4,2025-08-24T01:41:29.171707,3.21,False,General,820.9912876830726,0.291561150677913
F000575,2025-07-18T00:02:23.200790,500.3,Minor packet loss detected,Minor,FIBER,Cisco ASR9000,Kolding,Low,Minimal,31,1,2025-07-18T01:04:17.234770,1.03,True,General,621.0750174371393,0.2683469395081871
F000576,2025-08-24T13:03:12.522635,100.1,Configuration drift,Minor,COAX,Cisco cBR-8,Esbjerg South,Low,Minimal,12,5,2025-08-24T16:15:17.142276,3.2,True,General,618.2727660560698,0.9737219816235446
F000577,2025-07-15T16:22:20.679217,200.2,Signal level deviation,Minor,FIBER,Nokia 7750,Silkeborg,Low,Minimal,50,2,2025-07-15T18:27:33.199399,2.09,True,General,2112.9775412981257,0.9379076257310123
F000578,2025-09-28T03:40:40.975617,100.1,Minor packet loss detected,Minor,COAX,Cisco cBR-8,Odense West,Low,Minimal,2,2,2025-09-28T06:49:13.006390,3.14,True,General,166.62875376489615,0.5827364190161949
F000579,2025-09-21T19:37:29.058509,500.3,Configuration drift,Minor,FIBER,Nokia 7750,Silkeborg,Low,Minimal,29,5,2025-09-21T20:58:46.180654,1.35,False,General,2437.7213396567095,0.6626209295247715
F000580,2025-09-21T06:39:15.392563,700.2,Service degradation detected,Major,FIBER,Nokia 7750,Aarhus North,Medium,Moderate,170,38,2025-09-21T17:38:48.860103,10.99,False,General,5092.114991743174,0.6285605712215111
F000581,2025-07-14T11:08:49.670595,100.1,Minor packet loss detected,Minor,FIBER,Cisco ASR9000,Silkeborg,Low,Minimal,13,2,2025-07-14T12:23:23.744386,1.24,True,General,807.0721035268342,0.19399025735251654
F000582,2025-07-16T11:20:13.005323,200.2,Configuration drift,Minor,FIBER,Juniper MX960,Odense West,Low,Minimal,3,3,2025-07-16T13:59:13.799955,2.65,False,General,32.897633361971174,0.6369490180739936
F000583,2025-08-16T20:13:15.106507,500.3,Configuration drift,Minor,COAX,Harmonic CableOS,Aalborg East,Low,Minimal,14,3,2025-08-17T00:03:55.157924,3.84,False,General,785.6515085400881,0.18099262773044467
F000584,2025-07-04T23:26:38.479695,100.1,Configuration drift,Minor,FIBER,Juniper MX960,Vejle,Low,Minimal,31,0,2025-07-05T01:18:43.765433,1.87,False,General,1433.4762997684406,0.45812513851668435
F000585,2025-07-19T00:10:23.006362,300.5,Low bandwidth utilization,Minor,COAX,Cisco cBR-8,Copenhagen Central,Low,Minimal,46,0,2025-07-19T01:37:18.098351,1.45,True,General,3635.780692970006,0.5103690638341959
F000586,2025-09-29T07:57:08.128432,700.2,High error rate on interface,Major,COAX,Harmonic CableOS,Aalborg East,Medium,Moderate,230,7,2025-09-29T11:35:17.403490,3.64,False,General,2391.410219871909,0.5756638654601909
F000587,2025-07-11T13:01:39.135397,813.1,Aerial cable fault,Cable Fault,COAX,Arris E6000,Kolding,High,Severe,4837,116,2025-07-12T19:30:30.573752,30.48,True,Specialist,251510.39754387713,0.8424596169809024
F000588,2025-08-25T18:19:46.008894,400.1,Routine maintenance alert,Minor,FIBER,Huawei MA5800,Roskilde,Low,Minimal,13,4,2025-08-25T20:48:05.332088,2.47,False,General,218.85549964616519,0.9083601352729886
F000589,2025-07-16T01:14:10.908663,500.3,Configuration drift,Minor,COAX,Harmonic CableOS,Silkeborg,Low,Minimal,23,1,2025-07-16T02:46:59.535250,1.55,False,General,1198.075499530374,0.8099685792004334
F000590,2025-07-03T06:39:03.940698,200.2,Minor packet loss detected,Minor,FIBER,Juniper MX960,Roskilde,Low,Minimal,34,4,2025-07-03T10:31:42.328927,3.88,False,General,580.4369087044871,0.9340065229792005
F000591,2025-08-26T19:44:38.052434,300.5,Signal level deviation,Minor,FIBER,Huawei MA5800,Aalborg East,Low,Minimal,46,2,2025-08-26T21:03:39.834196,1.32,True,General,1896.868778830895,0.41267153259661693
F000592,2025-09-08T22:24:41.967944,200.2,Signal level deviation,Minor,COAX,Harmonic CableOS,Horsens,Low,Minimal,2,5,2025-09-09T01:18:17.653275,2.89,False,General,83.09293129186543,0.7042368324362293
F000593,2025-09-23T13:01:09.216236,300.5,Low bandwidth utilization,Minor,FIBER,Juniper MX960,Aarhus North,Low,Minimal,11,4,2025-09-23T15:28:04.981864,2.45,True,General,818.6678531778283,0.6044344235476192
F000594,2025-08-17T09:58:07.162143,700.2,Temperature threshold exceeded,Major,FIBER,Juniper MX960,Roskilde,Medium,Moderate,432,12,2025-08-17T13:43:56.340221,3.76,False,General,27730.761133587508,0.45105833604256146
F000595,2025-07-05T02:05:06.980585,700.2,High error rate on interface,Major,COAX,Casa C100G,Aalborg East,Medium,Moderate,472,37,2025-07-05T04:09:05.085053,2.07,False,General,19826.452344595513,0.7769547839883125
F000596,2025-08-11T17:07:30.348490,500.3,Configuration drift,Minor,FIBER,Cisco ASR9000,Horsens,Low,Minimal,14,1,2025-08-11T20:46:57.863830,3.66,True,General,257.3073605575301,0.6959301792489204
F000597,2025-08-07T14:51:14.001748,200.2,Configuration drift,Minor,FIBER,Nokia 7750,Vejle,Low,Minimal,41,5,2025-08-07T17:40:50.377130,2.83,False,General,3983.266640293505,0.3914542029947773
F000598,2025-09-08T08:39:23.380508,300.5,Minor packet loss detected,Minor,FIBER,Huawei MA5800,Copenhagen Central,Low,Minimal,5,2,2025-09-08T09:39:47.777069,1.01,False,General,476.0662973513141,0.49514493543499216
F000599,2025-07-28T03:25:44.379480,500.3,Signal level deviation,Minor,COAX,Casa C100G,Horsens,Low,Minimal,49,4,2025-07-28T06:26:13.728118,3.01,True,General,3247.4672374306942,0.9506317111425222
F000600,2025-07-30T15:41:34.873984,300.5,Low bandwidth utilization,Minor,FIBER,Juniper MX960,Aalborg East,Low,Minimal,6,3,2025-07-30T17:32:53.958252,1.86,True,General,244.2348504145317,0.6706376610712766
F000601,2025-07-17T23:01:12.390447,100.1,Minor packet loss detected,Minor,COAX,Harmonic CableOS,Odense West,Low,Minimal,47,1,2025-07-18T01:06:36.928454,2.09,True,General,3044.2330087443224,0.6701232759238633
F000602,2025-09-28T02:27:48.642184,812.3,Fiber break in main trunk,Cable Fault,COAX,Harmonic CableOS,Odense West,High,Severe,3394,179,2025-09-29T03:35:02.827296,25.12,False,Specialist,58982.48456213952,0.829463641893948
F000603,2025-07-26T15:31:42.755878,812.3,Underground cable damage,Cable Fault,FIBER,Nokia 7750,Silkeborg,High,Severe,1535,459,2025-07-27T06:43:21.562872,15.19,True,Specialist,135472.409942667,0.9630739555993354
F000604,2025-07-07T19:28:48.212231,800.3,Service degradation detected,Major,FIBER,Huawei MA5800,Silkeborg,Medium,Moderate,81,45,2025-07-08T00:38:56.363891,5.17,True,General,7705.1901742063155,0.48408880473606775
F000605,2025-07-08T14:10:26.765255,816.1,Fiber break in main trunk,Cable Fault,FIBER,Huawei MA5800,Silkeborg,High,Severe,1024,372,2025-07-10T07:13:04.597903,41.04,False,Specialist,57790.86550525561,0.9776752211722262
F000606,2025-07-04T08:56:51.765612,812.3,Coax cable degradation,Cable Fault,FIBER,Juniper MX960,Horsens,High,Severe,1028,314,2025-07-05T17:00:40.450802,32.06,False,Specialist,84676.07817278379,0.8213797682425317
F000607,2025-09-09T12:02:15.927678,500.3,Minor packet loss detected,Minor,COAX,Arris E6000,Kolding,Low,Minimal,48,4,2025-09-09T15:38:45.645249,3.61,True,General,3663.778176316944,0.8822930261753873
F000608,2025-08-22T17:03:16.910641,200.2,Minor packet loss detected,Minor,COAX,Harmonic CableOS,Silkeborg,Low,Minimal,38,5,2025-08-22T20:59:07.381871,3.93,False,General,1837.7905050153784,0.7976448145486221
F000609,2025-07-09T01:45:35.165920,900.1,Power supply fluctuation,Major,COAX,Cisco cBR-8,Horsens,Medium,Moderate,454,44,2025-07-09T04:26:31.794578,2.68,True,General,7430.267358975575,0.7804492198844182
F000610,2025-09-28T19:08:17.295828,150.4,High error rate on interface,Major,FIBER,Cisco ASR9000,Aalborg East,Medium,Moderate,438,15,2025-09-29T02:34:47.305506,7.44,True,General,43488.63438957556,0.607277858062199
F000611,2025-08-01T15:21:18.533399,600.1,High error rate on interface,Major,FIBER,Huawei MA5800,Aarhus North,Medium,Moderate,413,32,2025-08-01T19:15:29.283008,3.9,False,General,19054.912301644858,0.4504666936961512
F000612,2025-07-28T03:07:59.555113,400.1,Configuration drift,Minor,FIBER,Nokia 7750,Roskilde,Low,Minimal,37,3,2025-07-28T04:25:05.584109,1.29,True,General,1539.205438978125,0.5717717222222685
